date,close,high,low,open,rsi,cci,interest_rate,inflation_rate
2019-01-23 17:00:00,1627.195,1633.09,1612.2,1633.09,33.560042254142076,-112.37201380727316,2.40,1.81221007526021
2019-01-23 18:00:00,1630.66,1635.43,1627.195,1627.195,35.58283339147924,-86.60744153513937,2.40,1.81221007526021
2019-01-23 19:00:00,1631.3,1636.7,1628.655,1630.66,35.970593021654906,-76.85670333636342,2.40,1.81221007526021
2019-01-23 20:00:00,1640.03,1643.82,1631.23,1631.23,41.17247510612829,-57.17246533720442,2.40,1.81221007526021
2019-01-24 15:00:00,1645.75,1650.155,1639.0,1643.03,44.36195142317739,-36.320652637240116,2.40,1.81221007526021
2019-01-24 16:00:00,1645.99,1647.04,1632.19,1645.75,44.497922938583656,-40.60833979243324,2.40,1.81221007526021
2019-01-24 17:00:00,1643.69,1646.805,1642.745,1645.59,43.40321264273354,-28.861976364320036,2.40,1.81221007526021
2019-01-24 18:00:00,1646.055,1646.87,1640.0,1643.69,44.90416270433582,-24.192047639723818,2.40,1.81221007526021
2019-01-24 19:00:00,1645.35,1648.27,1644.57,1646.0,44.52509050979062,-11.075259135796228,2.40,1.81221007526021
2019-01-24 20:00:00,1652.55,1652.64,1644.16,1644.605,49.23812923887811,17.285090132256414,2.40,1.81221007526021
2019-01-25 15:00:00,1676.625,1683.48,1673.02,1680.68,61.129732645286694,183.62760788735284,2.40,1.81221007526021
2019-01-25 16:00:00,1677.15,1679.09,1672.26,1676.625,61.34240708486447,199.64068009026815,2.40,1.81221007526021
2019-01-25 17:00:00,1668.474,1676.51,1668.474,1676.35,55.8992750611854,157.21628968540574,2.40,1.81221007526021
2019-01-25 18:00:00,1673.945,1675.61,1668.474,1668.474,58.40569469879186,143.43889572045822,2.40,1.81221007526021
2019-01-25 19:00:00,1673.12,1676.375,1668.23,1674.275,57.87156685993909,123.57022353369067,2.40,1.81221007526021
2019-01-25 20:00:00,1669.235,1673.735,1667.105,1673.33,55.30656059906813,95.29379723908238,2.40,1.81221007526021
2019-01-28 15:00:00,1624.0,1630.77,1622.36,1626.435,35.54942372943282,-101.4900771060288,2.40,1.81221007526021
2019-01-28 16:00:00,1617.16,1627.395,1617.16,1624.0,33.595129851499266,-121.45713321158306,2.40,1.81221007526021
2019-01-28 17:00:00,1618.94,1618.965,1614.56,1616.92,34.60267810431047,-121.27157935581707,2.40,1.81221007526021
2019-01-28 18:00:00,1631.54,1631.89,1618.94,1618.94,41.38264210459804,-76.6394470135612,2.40,1.81221007526021
2019-01-28 19:00:00,1633.57,1635.44,1627.565,1631.54,42.41840720653754,-60.161347763423414,2.40,1.81221007526021
2019-01-28 20:00:00,1637.47,1637.645,1632.46,1634.845,44.449258607839326,-46.55254423647884,2.40,1.81221007526021
2019-01-29 15:00:00,1599.58,1626.35,1593.69,1625.11,32.46815618031765,-154.05118414559144,2.40,1.81221007526021
2019-01-29 16:00:00,1599.79,1602.24,1594.2,1597.01,32.576629290548325,-159.83155577001875,2.40,1.81221007526021
2019-01-29 17:00:00,1600.09,1605.705,1599.525,1599.94,32.74283223127692,-127.49940385464399,2.40,1.81221007526021
2019-01-29 18:00:00,1603.78,1604.34,1597.86,1597.86,34.86951328345769,-110.00467033722614,2.40,1.81221007526021
2019-01-29 19:00:00,1591.05,1603.78,1591.05,1603.78,31.20380377727713,-113.75302769793012,2.40,1.81221007526021
2019-01-29 20:00:00,1593.65,1596.33,1591.345,1591.52,32.75861769960795,-104.912573354279,2.40,1.81221007526021
2019-01-30 15:00:00,1640.94,1641.92,1633.75,1635.37,53.39149569212487,11.857151157764667,2.40,1.81221007526021
2019-01-30 16:00:00,1647.09,1647.195,1640.94,1640.94,55.31195461285057,28.92451624293873,2.40,1.81221007526021
2019-01-30 17:00:00,1652.575,1653.855,1647.09,1647.09,57.01317818697515,51.423629635094066,2.40,1.81221007526021
2019-01-30 18:00:00,1652.06,1653.87,1650.675,1651.945,56.79455710947602,60.837025544155956,2.40,1.81221007526021
2019-01-30 19:00:00,1675.9,1675.9,1650.44,1650.65,63.72830886916029,107.10028050490791,2.40,1.81221007526021
2019-01-30 20:00:00,1670.4,1676.0,1664.0,1675.42,61.28474695899972,116.21909354770014,2.40,1.81221007526021
2019-01-31 15:00:00,1705.415,1707.58,1699.835,1701.0,69.34382033688101,198.82165434498447,2.40,1.81221007526021
2019-01-31 16:00:00,1729.19,1729.19,1704.51,1704.82,73.39367127674139,213.2329057812802,2.40,1.81221007526021
2019-01-31 17:00:00,1725.53,1736.0,1723.67,1724.16,71.82071739996952,185.6813636427659,2.40,1.81221007526021
2019-01-31 18:00:00,1724.7,1732.59,1715.76,1725.09,71.44676045099229,148.403116689042,2.40,1.81221007526021
2019-01-31 19:00:00,1726.76,1728.165,1719.54,1726.55,71.83868156751107,128.00053451783458,2.40,1.81221007526021
2019-01-31 20:00:00,1720.48,1726.62,1707.5,1726.54,68.74100371496333,100.86482186732019,2.40,1.81221007526021
2019-02-01 15:00:00,1644.95,1657.375,1642.015,1644.3,44.107184202025834,-13.558620738562546,2.40,1.81221007526021
2019-02-01 16:00:00,1648.995,1655.47,1640.0,1644.0,45.23898781884558,-14.673787454746195,2.40,1.81221007526021
2019-02-01 17:00:00,1646.77,1650.63,1646.48,1648.995,44.70276456574346,-19.21862596131977,2.40,1.81221007526021
2019-02-01 18:00:00,1632.71,1647.32,1631.18,1646.99,41.36606601243344,-43.053742702736386,2.40,1.81221007526021
2019-02-01 19:00:00,1629.37,1631.665,1624.695,1631.1,40.59096588881828,-62.55521475897297,2.40,1.81221007526021
2019-02-01 20:00:00,1624.17,1629.37,1622.865,1629.37,39.35458997011259,-72.37741761919322,2.40,1.81221007526021
2019-02-04 15:00:00,1637.24,1639.375,1625.5,1631.75,43.97381510118237,-62.52465169170703,2.40,1.81221007526021
2019-02-04 16:00:00,1644.46,1648.4,1637.24,1637.24,46.402451030699304,-51.88565498299441,2.40,1.81221007526021
2019-02-04 17:00:00,1642.805,1645.33,1642.56,1645.33,45.9111641638184,-52.234524456296626,2.40,1.81221007526021
2019-02-04 18:00:00,1639.765,1642.98,1639.41,1642.98,44.96933747777422,-57.53680074793094,2.40,1.81221007526021
2019-02-04 19:00:00,1628.695,1639.765,1628.59,1639.765,41.621037864333125,-71.64217928244939,2.40,1.81221007526021
2019-02-04 20:00:00,1633.16,1633.16,1623.935,1628.9,43.44997651870416,-72.06162698871817,2.40,1.81221007526021
2019-02-05 15:00:00,1660.95,1662.18,1656.63,1656.97,53.2639810021067,-11.242658971814741,2.40,1.81221007526021
2019-02-05 16:00:00,1658.63,1662.48,1652.69,1660.95,52.44569072022989,-14.04322516066487,2.40,1.81221007526021
2019-02-05 17:00:00,1653.14,1659.62,1652.775,1657.55,50.469749756154656,-15.949836486802548,2.40,1.81221007526021
2019-02-05 18:00:00,1654.85,1655.13,1646.98,1653.14,51.08789278807094,-17.16791458901759,2.40,1.81221007526021
2019-02-05 19:00:00,1657.91,1658.9,1654.85,1654.85,52.236637043366365,5.563983424131371,2.40,1.81221007526021
2019-02-05 20:00:00,1658.6,1660.75,1655.97,1657.85,52.50749674021763,25.065013002600033,2.40,1.81221007526021
2019-02-06 15:00:00,1644.03,1652.08,1636.515,1652.08,46.509743677128924,-21.4708866559745,2.40,1.81221007526021
2019-02-06 16:00:00,1640.14,1644.8,1639.28,1643.93,45.03079990902068,-22.335776549747926,2.40,1.81221007526021
2019-02-06 17:00:00,1642.345,1643.42,1639.13,1639.33,46.07749798737662,-18.313051370682786,2.40,1.81221007526021
2019-02-06 18:00:00,1638.755,1642.345,1638.43,1642.345,44.58882742857913,-29.306769561907277,2.40,1.81221007526021
2019-02-06 19:00:00,1638.81,1639.38,1637.0,1638.515,44.61834825690906,-37.06022995226621,2.40,1.81221007526021
2019-02-06 20:00:00,1641.41,1641.635,1634.795,1638.81,46.080762088300894,-31.322754707273504,2.40,1.81221007526021
2019-02-07 15:00:00,1610.305,1614.43,1610.25,1614.43,34.383263163076094,-224.86564839399446,2.40,1.81221007526021
2019-02-07 16:00:00,1598.7,1612.57,1598.7,1609.935,31.200964057367543,-249.06488192389628,2.40,1.81221007526021
2019-02-07 17:00:00,1602.41,1602.41,1594.0,1596.44,33.32551440470223,-218.19951790412588,2.40,1.81221007526021
2019-02-07 18:00:00,1606.41,1607.425,1601.895,1602.41,35.633408888363434,-150.47229939912503,2.40,1.81221007526021
2019-02-07 19:00:00,1609.135,1611.99,1602.54,1605.205,37.22751345645476,-115.94886926400476,2.40,1.81221007526021
2019-02-07 20:00:00,1613.375,1614.16,1605.94,1609.135,39.728726574907384,-89.12032590293003,2.40,1.81221007526021
2019-02-08 15:00:00,1582.41,1582.41,1576.895,1578.35,30.24922456935637,-166.8200912944423,2.40,1.81221007526021
2019-02-08 16:00:00,1577.95,1582.41,1570.25,1582.41,29.169631043238795,-147.23398238137156,2.40,1.81221007526021
2019-02-08 17:00:00,1574.185,1579.49,1572.185,1577.95,28.25293695404494,-131.0514768869202,2.40,1.81221007526021
2019-02-08 18:00:00,1578.64,1583.5,1574.185,1574.185,31.0155014014218,-108.5661655781845,2.40,1.81221007526021
2019-02-08 19:00:00,1586.3,1586.3,1578.64,1578.64,35.60658788106066,-87.27076965936628,2.40,1.81221007526021
2019-02-08 20:00:00,1587.055,1587.15,1582.27,1585.26,36.05828891076643,-76.51655439556978,2.40,1.81221007526021
2019-02-11 15:00:00,1594.815,1598.585,1591.44,1594.105,40.66528610546276,-46.60896886311552,2.40,1.81221007526021
2019-02-11 16:00:00,1589.665,1594.815,1588.55,1594.815,38.67378494862188,-52.95419999561619,2.40,1.81221007526021
2019-02-11 17:00:00,1596.23,1596.255,1589.705,1589.705,42.537069404977224,-38.12486640363092,2.40,1.81221007526021
2019-02-11 18:00:00,1590.275,1595.415,1588.78,1594.815,40.0711758235134,-41.80640610623687,2.40,1.81221007526021
2019-02-11 19:00:00,1587.05,1591.79,1586.905,1590.275,38.76069416459748,-47.625129388386256,2.40,1.81221007526021
2019-02-11 20:00:00,1591.49,1591.7,1588.31,1588.31,41.592760838209955,-33.4522062242488,2.40,1.81221007526021
2019-02-12 15:00:00,1623.9,1623.9,1614.08,1614.08,57.16504377598734,126.87731719526576,2.40,1.81221007526021
2019-02-12 16:00:00,1628.56,1632.76,1623.9,1623.9,58.86331281102601,179.9224726671779,2.40,1.81221007526021
2019-02-12 17:00:00,1628.0,1628.56,1628.0,1628.56,58.562831803901034,160.8537060185659,2.40,1.81221007526021
2019-02-12 18:00:00,1626.665,1628.0,1626.66,1628.0,57.80527066737046,134.48790603371143,2.40,1.81221007526021
2019-02-12 19:00:00,1632.07,1636.815,1626.665,1626.665,60.058076243177865,131.33995463209456,2.40,1.81221007526021
2019-02-12 20:00:00,1638.0,1639.3,1631.005,1631.61,62.42820084129464,127.9057575026033,2.40,1.81221007526021
2019-02-13 15:00:00,1649.26,1655.57,1640.65,1653.46,66.49389348999371,146.25509039158914,2.40,1.81221007526021
2019-02-13 16:00:00,1647.235,1651.06,1647.235,1649.26,65.12893990955942,126.55664061552484,2.40,1.81221007526021
2019-02-13 17:00:00,1648.8,1648.8,1647.235,1647.235,65.71469773462235,109.89661338238844,2.40,1.81221007526021
2019-02-13 18:00:00,1649.02,1649.02,1648.8,1648.8,65.80166402508448,99.94699507166959,2.40,1.81221007526021
2019-02-13 19:00:00,1649.33,1650.0,1647.08,1649.02,65.93279436031901,90.95810624714544,2.40,1.81221007526021
2019-02-13 20:00:00,1639.355,1649.655,1637.4,1648.77,58.19967599560626,67.1415836271208,2.40,1.81221007526021
2019-02-14 15:00:00,1619.525,1622.67,1614.5,1615.0,46.518783701870724,-5.470622192661758,2.40,1.81221007526021
2019-02-14 16:00:00,1614.42,1620.085,1613.71,1619.78,44.06676200809239,-20.979634402274584,2.40,1.81221007526021
2019-02-14 17:00:00,1632.375,1637.88,1614.42,1614.42,53.37538716163127,16.40167763376116,2.40,1.81221007526021
2019-02-14 18:00:00,1625.61,1633.61,1624.3,1632.86,49.99906020033782,9.13690913518246,2.40,1.81221007526021
2019-02-14 19:00:00,1624.345,1629.52,1622.88,1625.61,49.37016905376571,-7.914677205713159,2.40,1.81221007526021
2019-02-14 20:00:00,1622.435,1630.56,1620.28,1624.28,48.38067522493887,-24.31831543234536,2.40,1.81221007526021
2019-02-15 15:00:00,1611.0,1619.075,1607.88,1612.29,42.84426053504126,-103.32503433217691,2.40,1.81221007526021
2019-02-15 16:00:00,1608.685,1614.97,1605.315,1611.545,41.801351288499355,-136.0248980604458,2.40,1.81221007526021
2019-02-15 17:00:00,1609.83,1612.765,1607.0,1607.8,42.546274041575394,-126.09730861511939,2.40,1.81221007526021
2019-02-15 18:00:00,1609.36,1610.91,1607.58,1610.13,42.30689476869227,-115.69749293866103,2.40,1.81221007526021
2019-02-15 19:00:00,1609.47,1610.86,1607.52,1610.12,42.38859306541833,-103.5917429060697,2.40,1.81221007526021
2019-02-15 20:00:00,1607.8,1609.44,1604.56,1608.88,41.42939963239601,-101.88641443517133,2.40,1.81221007526021
2019-02-18 15:00:00,1607.8,1607.8,1607.8,1607.8,41.429399632396006,-88.80146794011682,2.40,1.81221007526021
2019-02-18 16:00:00,1607.8,1607.8,1607.8,1607.8,41.42939963239601,-80.76643743234061,2.40,1.81221007526021
2019-02-18 17:00:00,1607.8,1607.8,1607.8,1607.8,41.429399632396006,-74.2178971908663,2.40,1.81221007526021
2019-02-18 18:00:00,1607.8,1607.8,1607.8,1607.8,41.42939963239601,-68.94474016545227,2.40,1.81221007526021
2019-02-18 19:00:00,1607.8,1607.8,1607.8,1607.8,41.42939963239601,-65.07441767727805,2.40,1.81221007526021
2019-02-18 20:00:00,1607.8,1607.8,1607.8,1607.8,41.42939963239602,-61.471251353342446,2.40,1.81221007526021
2019-02-19 15:00:00,1624.17,1629.18,1623.06,1625.99,57.329768131978696,78.44106661755917,2.40,1.81221007526021
2019-02-19 16:00:00,1631.86,1632.24,1621.825,1624.17,62.48235609387666,121.00383726223934,2.40,1.81221007526021
2019-02-19 17:00:00,1627.84,1632.0,1627.68,1632.0,58.505143059660504,111.97881446812754,2.40,1.81221007526021
2019-02-19 18:00:00,1629.68,1630.0,1626.61,1626.61,59.76747958908674,94.56319702602164,2.40,1.81221007526021
2019-02-19 19:00:00,1630.505,1631.025,1627.01,1629.68,60.34991240763146,98.84260205250573,2.40,1.81221007526021
2019-02-19 20:00:00,1627.05,1633.87,1626.975,1630.195,56.651152559245965,95.76931378897463,2.40,1.81221007526021
2019-02-20 15:00:00,1633.26,1634.49,1627.93,1633.51,61.24839509063361,108.02699129681471,2.40,1.81221007526021
2019-02-20 16:00:00,1630.95,1633.65,1629.93,1632.9,58.75236246017325,98.38597392415106,2.40,1.81221007526021
2019-02-20 17:00:00,1615.43,1631.13,1612.02,1631.13,45.37342725602633,15.148362277615815,2.40,1.81221007526021
2019-02-20 18:00:00,1622.465,1622.47,1615.71,1616.345,50.83830139372365,16.638817331569964,2.40,1.81221007526021
2019-02-20 19:00:00,1620.585,1626.455,1610.32,1622.21,49.41558421559023,6.032348734399186,2.40,1.81221007526021
2019-02-20 20:00:00,1622.5,1623.27,1619.435,1620.585,50.92221928458365,21.413787613436902,2.40,1.81221007526021
2019-02-21 15:00:00,1610.35,1611.83,1601.75,1605.13,42.31145869510195,-81.67076204002016,2.40,1.81221007526021
2019-02-21 16:00:00,1615.395,1616.335,1608.36,1610.35,46.3668873899817,-45.337616380041766,2.40,1.81221007526021
2019-02-21 17:00:00,1620.71,1620.985,1615.79,1616.21,50.32857826079149,-4.693568398374429,2.40,1.81221007526021
2019-02-21 18:00:00,1619.905,1623.125,1618.81,1621.15,49.72942447113167,2.3241925237842036,2.40,1.81221007526021
2019-02-21 19:00:00,1610.315,1620.58,1608.86,1620.13,43.14047757739529,-69.96635837730365,2.40,1.81221007526021
2019-02-21 20:00:00,1619.305,1619.72,1610.49,1610.76,49.84874200519993,-45.79966172558243,2.40,1.81221007526021
2019-02-22 15:00:00,1630.53,1630.71,1624.035,1628.3,56.71548594960911,66.10647769648638,2.40,1.81221007526021
2019-02-22 16:00:00,1631.59,1634.65,1628.37,1630.53,57.30991528972497,89.62989111249847,2.40,1.81221007526021
2019-02-22 17:00:00,1630.515,1632.99,1629.78,1631.74,56.46304044266614,78.1947924374804,2.40,1.81221007526021
2019-02-22 18:00:00,1631.28,1631.855,1629.915,1630.525,56.950562870125346,74.76483034644615,2.40,1.81221007526021
2019-02-22 19:00:00,1627.145,1632.48,1626.53,1631.28,53.46551295400027,51.74061899097519,2.40,1.81221007526021
2019-02-22 20:00:00,1630.91,1632.0,1627.43,1628.16,56.099734392549834,64.65462310052418,2.40,1.81221007526021
2019-02-25 15:00:00,1644.4,1646.735,1638.69,1642.92,63.969760162984045,172.90940766550733,2.40,1.81221007526021
2019-02-25 16:00:00,1641.085,1646.195,1639.325,1644.46,61.07235047481341,144.34361511737933,2.40,1.81221007526021
2019-02-25 17:00:00,1633.45,1640.96,1630.575,1640.79,54.90425125881695,80.76116921869546,2.40,1.81221007526021
2019-02-25 18:00:00,1636.8,1636.81,1632.565,1634.28,56.95832634611901,80.49875646971805,2.40,1.81221007526021
2019-02-25 19:00:00,1635.45,1638.085,1635.45,1636.8,55.854221387938864,79.66278851053724,2.40,1.81221007526021
2019-02-25 20:00:00,1632.56,1637.95,1630.66,1635.98,53.46492061004736,54.135002947315286,2.40,1.81221007526021
2019-02-26 15:00:00,1624.34,1631.6,1619.645,1620.11,47.27096676363453,-16.957398639411053,2.40,1.81221007526021
2019-02-26 16:00:00,1625.3,1631.44,1624.22,1624.34,48.02823648292754,-4.395547232626423,2.40,1.81221007526021
2019-02-26 17:00:00,1622.89,1625.595,1619.885,1625.3,46.23315245574576,-53.36953822426172,2.40,1.81221007526021
2019-02-26 18:00:00,1628.08,1628.45,1622.89,1622.89,50.52195154872845,-26.506156250854865,2.40,1.81221007526021
2019-02-26 19:00:00,1633.75,1635.16,1627.01,1628.08,54.76694865565953,28.664950583150315,2.40,1.81221007526021
2019-02-26 20:00:00,1636.515,1639.73,1633.75,1633.75,56.7171413858954,77.40074320359733,2.40,1.81221007526021
2019-02-27 15:00:00,1619.885,1626.425,1615.63,1624.63,44.33601626742689,-132.82875731093054,2.40,1.81221007526021
2019-02-27 16:00:00,1628.15,1630.5,1619.99,1619.99,50.15926701845383,-73.05751667101251,2.40,1.81221007526021
2019-02-27 17:00:00,1627.12,1631.625,1626.99,1628.44,49.46477652007383,-38.49760079422385,2.40,1.81221007526021
2019-02-27 18:00:00,1636.935,1637.02,1627.205,1627.4,55.75184329455409,34.602571909588555,2.40,1.81221007526021
2019-02-27 19:00:00,1638.04,1641.69,1635.465,1636.935,56.409355516395514,89.76274653681226,2.40,1.81221007526021
