datetime,prediction,actual
2026-07-30 09:30:00,240.55175113495125,237.30999755859375
2026-07-30 10:30:00,240.0859742616209,236.5500030517578
2026-07-30 11:30:00,238.95966843946465,238.6999969482422
2026-07-30 12:30:00,237.4788249395773,237.77000427246094
2026-07-30 13:30:00,237.1772588963164,237.4080047607422
2026-07-30 14:30:00,235.70847902759,239.52000427246094
2026-07-30 15:30:00,235.0418675548713,236.02999877929688
